"iso","GTAP_crop","GLU","HA","Irr_Rfd","CROSIT_ctry","CROSIT_crop"
"mar","Figs","GLU144",1.3291421618333,"RFD","MORO","FRUI"
"tun","Figs","GLU144",65,"RFD","TUNI","FRUI"
"ind","Figs","GLU145",42.1418558063819,"RFD","INDI","FRUI"
"ind","Figs","GLU147",46.6451254582032,"RFD","INDI","FRUI"
"cmr","Figs","GLU149",2.98776077885953,"RFD","CAME","FRUI"
"cmr","Figs","GLU151",2.95613230940323,"RFD","CAME","FRUI"
"ind","Figs","GLU153",71.3699099381985,"RFD","INDI","FRUI"
"ind","Figs","GLU155",54.428820419251,"RFD","INDI","FRUI"
"bol","Figs","GLU156",301.585574745187,"RFD","BOLI","FRUI"
"bra","Figs","GLU156",0.973231726123162,"RFD","BRAZ","FRUI"
"ecu","Figs","GLU156",1.82773308092759,"RFD","ECUA","FRUI"
"per","Figs","GLU156",202.694017594856,"RFD","PERU","FRUI"
"ecu","Figs","GLU157",4.56194731837844,"RFD","ECUA","FRUI"
"per","Figs","GLU157",0.507537688442211,"RFD","PERU","FRUI"
"cmr","Figs","GLU162",4.89157113498456,"RFD","CAME","FRUI"
"bra","Figs","GLU174",36.0147775423729,"RFD","BRAZ","FRUI"
"per","Figs","GLU180",76.3196858185417,"RFD","PERU","FRUI"
"aus","Figs","GLU191",0,"RFD","ALIA","FRUI"
"bra","Figs","GLU192",20.8521858317703,"RFD","BRAZ","FRUI"
"zaf","Figs","GLU194",0.540517607127697,"RFD","SOAF","FRUI"
"bra","Figs","GLU195",416.562705533366,"RFD","BRAZ","FRUI"
"zaf","Figs","GLU198",0.0119534714337703,"RFD","SOAF","FRUI"
"zaf","Figs","GLU199",0.103313690977274,"RFD","SOAF","FRUI"
"bol","Figs","GLU200",36.6548940464178,"RFD","BOLI","FRUI"
"per","Figs","GLU200",25.2509217089568,"RFD","PERU","FRUI"
"arg","Figs","GLU203",10.3721505081022,"RFD","ARGE","FRUI"
"zaf","Figs","GLU204",0,"RFD","SOAF","FRUI"
"arg","Figs","GLU205",0.0317108433734941,"RFD","ARGE","FRUI"
"arg","Figs","GLU206",92.5547791887199,"RFD","ARGE","FRUI"
"bol","Figs","GLU206",206.314829920874,"RFD","BOLI","FRUI"
"bra","Figs","GLU206",1311.51764322535,"RFD","BRAZ","FRUI"
"aus","Figs","GLU208",0.0619549750063852,"RFD","ALIA","FRUI"
"arg","Figs","GLU209",53.5888383417697,"RFD","ARGE","FRUI"
"arg","Figs","GLU210",51.419863597613,"RFD","ARGE","FRUI"
"arg","Figs","GLU212",0.116876172902928,"RFD","ARGE","FRUI"
"arg","Figs","GLU213",0.127507163323782,"RFD","ARGE","FRUI"
"usa","Figs","GLU217",0.931279543652636,"RFD","USA","FRUI"
"usa","Figs","GLU219",4.7719729563614,"RFD","USA","FRUI"
"usa","Figs","GLU225",0.00104376870085587,"RFD","USA","FRUI"
"usa","Figs","GLU226",0.0974355361420318,"RFD","USA","FRUI"
"ind","Figs","GLU235",58.0866689554891,"RFD","INDI","FRUI"
"rus","FlaxFibr_Tow","GLU009",215.499047878128,"RFD","RUSS","FIBR"
"rus","FlaxFibr_Tow","GLU014",1866.59978014544,"RFD","RUSS","FIBR"
"gbr","FlaxFibr_Tow","GLU016",2534.76256005694,"RFD","EU15","FIBR"
"blr","FlaxFibr_Tow","GLU017",39.8245614035088,"RFD","OEEU","FIBR"
"rus","FlaxFibr_Tow","GLU017",6161.1731273611,"RFD","RUSS","FIBR"
"rus","FlaxFibr_Tow","GLU018",58291.6140678695,"RFD","RUSS","FIBR"
"est","FlaxFibr_Tow","GLU020",62.8165277332478,"RFD","EUN9","FIBR"
"ltu","FlaxFibr_Tow","GLU020",2486.4812681518,"RFD","EUN9","FIBR"
"lva","FlaxFibr_Tow","GLU020",1087.63871873786,"RFD","EUN9","FIBR"
"rus","FlaxFibr_Tow","GLU020",338.034291743603,"RFD","RUSS","FIBR"
"est","FlaxFibr_Tow","GLU022",61.7611410147818,"RFD","EUN9","FIBR"
"lva","FlaxFibr_Tow","GLU022",104.935473959134,"RFD","EUN9","FIBR"
"rus","FlaxFibr_Tow","GLU022",67.3098380323935,"RFD","RUSS","FIBR"
"gbr","FlaxFibr_Tow","GLU024",513.343721801902,"RFD","EU15","FIBR"
"blr","FlaxFibr_Tow","GLU025",11269.0836653386,"RFD","OEEU","FIBR"
"ltu","FlaxFibr_Tow","GLU025",84.8479285537088,"RFD","EUN9","FIBR"
"lva","FlaxFibr_Tow","GLU025",601.427221675139,"RFD","EUN9","FIBR"
"rus","FlaxFibr_Tow","GLU025",3308.75765494137,"RFD","RUSS","FIBR"
"gbr","FlaxFibr_Tow","GLU026",11295.0915539725,"RFD","EU15","FIBR"
"nld","FlaxFibr_Tow","GLU028",158.761163269979,"RFD","EU15","FIBR"
"cze","FlaxFibr_Tow","GLU029",485.266112979614,"RFD","EUN9","FIBR"
"pol","FlaxFibr_Tow","GLU029",731.096337817525,"RFD","EUN9","FIBR"
"blr","FlaxFibr_Tow","GLU030",3524.18379022646,"RFD","OEEU","FIBR"
"pol","FlaxFibr_Tow","GLU030",1719.73430263356,"RFD","EUN9","FIBR"
"svk","FlaxFibr_Tow","GLU030",111.220540540541,"RFD","EUN9","FIBR"
"ukr","FlaxFibr_Tow","GLU030",358.718210361068,"RFD","OEEU","FIBR"
"cze","FlaxFibr_Tow","GLU031",2880.80022741496,"RFD","EUN9","FIBR"
"pol","FlaxFibr_Tow","GLU031",117.928155170914,"RFD","EUN9","FIBR"
"fra","FlaxFibr_Tow","GLU032",581.081650401005,"RFD","EU15","FIBR"
"nld","FlaxFibr_Tow","GLU032",2244.63553488659,"RFD","EU15","FIBR"
"ltu","FlaxFibr_Tow","GLU033",29.6039603960396,"RFD","EUN9","FIBR"
"pol","FlaxFibr_Tow","GLU033",118.40072802796,"RFD","EUN9","FIBR"
"rus","FlaxFibr_Tow","GLU033",1603.32134919597,"RFD","RUSS","FIBR"
"blr","FlaxFibr_Tow","GLU035",18381.2699231188,"RFD","OEEU","FIBR"
"ltu","FlaxFibr_Tow","GLU035",5525.87822342865,"RFD","EUN9","FIBR"
"lva","FlaxFibr_Tow","GLU035",5,"RFD","EUN9","FIBR"
"pol","FlaxFibr_Tow","GLU035",560.927892030848,"RFD","EUN9","FIBR"
"rus","FlaxFibr_Tow","GLU035",681.948421862971,"RFD","RUSS","FIBR"
"fra","FlaxFibr_Tow","GLU036",4658.50443040851,"RFD","EU15","FIBR"
"nld","FlaxFibr_Tow","GLU036",506.448816495852,"RFD","EU15","FIBR"
"chn","FlaxFibr_Tow","GLU037",31.1677192982456,"RFD","CHIN","FIBR"
"blr","FlaxFibr_Tow","GLU039",40956.537797963,"RFD","OEEU","FIBR"
"rus","FlaxFibr_Tow","GLU039",14266.8366113403,"RFD","RUSS","FIBR"
"ukr","FlaxFibr_Tow","GLU039",11511.9435369706,"RFD","OEEU","FIBR"
"fra","FlaxFibr_Tow","GLU041",16910.6214570045,"RFD","EU15","FIBR"
"chn","FlaxFibr_Tow","GLU042",950.900669524248,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU043",9188.47784857016,"RFD","CHIN","FIBR"
"fra","FlaxFibr_Tow","GLU044",4344.23836051611,"RFD","EU15","FIBR"
"fra","FlaxFibr_Tow","GLU046",23306.2092502644,"RFD","EU15","FIBR"
"rus","FlaxFibr_Tow","GLU047",0.916436008962699,"RFD","RUSS","FIBR"
"ukr","FlaxFibr_Tow","GLU047",6793.15023141866,"RFD","OEEU","FIBR"
"rus","FlaxFibr_Tow","GLU048",143.234755150863,"RFD","RUSS","FIBR"
"ukr","FlaxFibr_Tow","GLU049",1997.974679202,"RFD","OEEU","FIBR"
"ita","FlaxFibr_Tow","GLU050",467.711416218074,"RFD","EU15","FIBR"
"rus","FlaxFibr_Tow","GLU053",2.94787275899187,"RFD","RUSS","FIBR"
"ukr","FlaxFibr_Tow","GLU053",2174.72874031798,"RFD","OEEU","FIBR"
"bgr","FlaxFibr_Tow","GLU054",5.39550741107914,"RFD","EUN9","FIBR"
"cze","FlaxFibr_Tow","GLU054",1281.83164675812,"RFD","EUN9","FIBR"
"ita","FlaxFibr_Tow","GLU054",6.97613882863341,"RFD","EU15","FIBR"
"rom","FlaxFibr_Tow","GLU054",321.482198645471,"RFD","EUN9","FIBR"
"svk","FlaxFibr_Tow","GLU054",359.116372015518,"RFD","EUN9","FIBR"
"ukr","FlaxFibr_Tow","GLU054",617.734689154396,"RFD","OEEU","FIBR"
"bgr","FlaxFibr_Tow","GLU055",17.8715475216414,"RFD","EUN9","FIBR"
"grc","FlaxFibr_Tow","GLU055",64.2738107271464,"RFD","EU15","FIBR"
"ita","FlaxFibr_Tow","GLU055",8.775618844823,"RFD","EU15","FIBR"
"rom","FlaxFibr_Tow","GLU055",56.2305957055727,"RFD","EUN9","FIBR"
"chn","FlaxFibr_Tow","GLU056",0,"RFD","CHIN","FIBR"
"rus","FlaxFibr_Tow","GLU056",3304.47349235889,"RFD","RUSS","FIBR"
"ita","FlaxFibr_Tow","GLU057",492.366858349959,"RFD","EU15","FIBR"
"ita","FlaxFibr_Tow","GLU059",430.243088115578,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU060",41.4253545419701,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU061",11.2628304821151,"RFD","EU15","FIBR"
"fra","FlaxFibr_Tow","GLU061",5.31341722857246,"RFD","EU15","FIBR"
"fra","FlaxFibr_Tow","GLU062",144.442902929987,"RFD","EU15","FIBR"
"ita","FlaxFibr_Tow","GLU063",136.327413895623,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU064",4.82142857142857,"RFD","EU15","FIBR"
"fra","FlaxFibr_Tow","GLU064",671.800887842696,"RFD","EU15","FIBR"
"chn","FlaxFibr_Tow","GLU066",9.01824971390761,"RFD","CHIN","FIBR"
"esp","FlaxFibr_Tow","GLU067",1449.25792203383,"RFD","EU15","FIBR"
"chn","FlaxFibr_Tow","GLU068",0,"RFD","CHIN","FIBR"
"ita","FlaxFibr_Tow","GLU069",191.825768206796,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU071",2968.62295851114,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU073",2291.50286729858,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU074",7506.6257571036,"RFD","EU15","FIBR"
"egy","FlaxFibr_Tow","GLU075",0,"RFD","EGYP","FIBR"
"chn","FlaxFibr_Tow","GLU077",5868.14007279159,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU078",8324.49231438271,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU079",12117.1206796805,"RFD","CHIN","FIBR"
"esp","FlaxFibr_Tow","GLU081",4209.71837832583,"RFD","EU15","FIBR"
"esp","FlaxFibr_Tow","GLU083",813.218591415698,"RFD","EU15","FIBR"
"chn","FlaxFibr_Tow","GLU085",57.5842450765865,"RFD","CHIN","FIBR"
"egy","FlaxFibr_Tow","GLU087",0,"RFD","EGYP","FIBR"
"chn","FlaxFibr_Tow","GLU089",0.408127208480565,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU092",0.0830799172850019,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU106",29543.3970660549,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU108",4489.63105410913,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU109",620.511978995733,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU110",19.8136659923578,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU112",978.695897992037,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU124",446.035259603124,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU125",531.422690658019,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU127",266.320021158424,"RFD","CHIN","FIBR"
"chn","FlaxFibr_Tow","GLU137",111.259703003712,"RFD","CHIN","FIBR"
"egy","FlaxFibr_Tow","GLU144",0,"RFD","EGYP","FIBR"
"chl","FlaxFibr_Tow","GLU169",0,"RFD","CHIL","FIBR"
"chl","FlaxFibr_Tow","GLU200",4.10076335877863,"RFD","CHIL","FIBR"
"arg","FlaxFibr_Tow","GLU203",170.447004127613,"RFD","ARGE","FIBR"
"arg","FlaxFibr_Tow","GLU205",10.1401020986954,"RFD","ARGE","FIBR"
"arg","FlaxFibr_Tow","GLU206",832.238687606904,"RFD","ARGE","FIBR"
"chl","FlaxFibr_Tow","GLU207",0,"RFD","CHIL","FIBR"
"arg","FlaxFibr_Tow","GLU209",611.8229626618,"RFD","ARGE","FIBR"
"arg","FlaxFibr_Tow","GLU210",530.120077771009,"RFD","ARGE","FIBR"
"arg","FlaxFibr_Tow","GLU212",1.91464938440264,"RFD","ARGE","FIBR"
"chl","FlaxFibr_Tow","GLU212",3,"RFD","CHIL","FIBR"
"arg","FlaxFibr_Tow","GLU213",11.3209010092908,"RFD","ARGE","FIBR"
"chl","FlaxFibr_Tow","GLU213",1,"RFD","CHIL","FIBR"
"arg","FlaxFibr_Tow","GLU215",0.342342342342342,"RFD","ARGE","FIBR"
"ben","Fonio","GLU142",2139.22813442868,"RFD","BENI","OTHC"
"bfa","Fonio","GLU142",1629.57472417252,"RFD","BURK","OTHC"
"civ","Fonio","GLU142",11899.7179462904,"RFD","CDIV","OTHC"
"gin","Fonio","GLU142",61123.7686674513,"RFD","GUIN","OTHC"
"gnb","Fonio","GLU142",4651.42614403426,"RFD","GUIB","OTHC"
"mli","Fonio","GLU142",164,"RFD","MALI","OTHC"
"nga","Fonio","GLU142",789.70136648267,"RFD","NIGA","OTHC"
"ben","Fonio","GLU149",523.2966775854,"RFD","BENI","OTHC"
"bfa","Fonio","GLU149",1893.6276394036,"RFD","BURK","OTHC"
"civ","Fonio","GLU149",9640.50651093047,"RFD","CDIV","OTHC"
"gin","Fonio","GLU149",33977.8269318073,"RFD","GUIN","OTHC"
"mli","Fonio","GLU149",14286.2683289489,"RFD","MALI","OTHC"
"ner","Fonio","GLU149",767.968886285231,"RFD","NIGE","OTHC"
"nga","Fonio","GLU149",9615.04263175748,"RFD","NIGA","OTHC"
"ner","Fonio","GLU151",455.977787456446,"RFD","NIGE","OTHC"
"nga","Fonio","GLU151",25947.161225243,"RFD","NIGA","OTHC"
"gin","Fonio","GLU152",24805.8810884496,"RFD","GUIN","OTHC"
"mli","Fonio","GLU152",3885.40925072271,"RFD","MALI","OTHC"
"ben","Fonio","GLU160",196.975679372064,"RFD","BENI","OTHC"
"bfa","Fonio","GLU160",5289.16238093876,"RFD","BURK","OTHC"
"civ","Fonio","GLU160",3.98744957418198,"RFD","CDIV","OTHC"
"mli","Fonio","GLU160",4508,"RFD","MALI","OTHC"
"rus","FrgProdNES","GLU004",643,"RFD","RUSS",NA
"rus","FrgProdNES","GLU006",729,"RFD","RUSS",NA
"nor","FrgProdNES","GLU008",6411.59868974103,"RFD","NORW",NA
"rus","FrgProdNES","GLU008",13,"RFD","RUSS",NA
"rus","FrgProdNES","GLU009",1638.21244389266,"RFD","RUSS",NA
"dnk","FrgProdNES","GLU012",1782.63943377149,"RFD","EU15",NA
"nor","FrgProdNES","GLU012",220.998617462512,"RFD","NORW",NA
"rus","FrgProdNES","GLU013",130.049061326658,"RFD","RUSS",NA
"rus","FrgProdNES","GLU014",5605.34421805774,"RFD","RUSS",NA
"blr","FrgProdNES","GLU017",9.62727272727273,"RFD","OEEU",NA
"rus","FrgProdNES","GLU017",13251.7810336038,"RFD","RUSS",NA
"rus","FrgProdNES","GLU018",482881.164791378,"RFD","RUSS",NA
"rus","FrgProdNES","GLU020",2509.52024382641,"RFD","RUSS",NA
"deu","FrgProdNES","GLU021",21903,"RFD","EU15",NA
"dnk","FrgProdNES","GLU021",168554.941351314,"RFD","EU15",NA
"pol","FrgProdNES","GLU021",0,"RFD","EUN9",NA
"rus","FrgProdNES","GLU022",7178.86655980765,"RFD","RUSS",NA
"blr","FrgProdNES","GLU025",2767.4361103601,"RFD","OEEU",NA
"rus","FrgProdNES","GLU025",2807.45876901001,"RFD","RUSS",NA
"deu","FrgProdNES","GLU028",35774,"RFD","EU15",NA
"deu","FrgProdNES","GLU029",4295.03883495146,"RFD","EU15",NA
"pol","FrgProdNES","GLU029",0,"RFD","EUN9",NA
"blr","FrgProdNES","GLU030",836.582415181498,"RFD","OEEU",NA
"pol","FrgProdNES","GLU030",0,"RFD","EUN9",NA
"ukr","FrgProdNES","GLU030",1624.69437481199,"RFD","OEEU",NA
"aut","FrgProdNES","GLU031",263,"RFD","EU15",NA
"deu","FrgProdNES","GLU031",58003,"RFD","EU15",NA
"pol","FrgProdNES","GLU031",0,"RFD","EUN9",NA
"aut","FrgProdNES","GLU032",87,"RFD","EU15",NA
"deu","FrgProdNES","GLU032",45661.2723247849,"RFD","EU15",NA
"lux","FrgProdNES","GLU032",8800,"RFD","EU15",NA
"pol","FrgProdNES","GLU033",0,"RFD","EUN9",NA
"rus","FrgProdNES","GLU033",2767.11113836343,"RFD","RUSS",NA
"blr","FrgProdNES","GLU035",4476.2862573473,"RFD","OEEU",NA
"pol","FrgProdNES","GLU035",0,"RFD","EUN9",NA
"rus","FrgProdNES","GLU035",1192.83040598906,"RFD","RUSS",NA
"chn","FrgProdNES","GLU037",292,"RFD","CHIN",NA
"rus","FrgProdNES","GLU037",1574.7525838969,"RFD","RUSS",NA
"rus","FrgProdNES","GLU038",64727.6832023733,"RFD","RUSS",NA
"blr","FrgProdNES","GLU039",9738.34277117632,"RFD","OEEU",NA
"rus","FrgProdNES","GLU039",51432.0659041965,"RFD","RUSS",NA
"ukr","FrgProdNES","GLU039",49907.3339978887,"RFD","OEEU",NA
"chn","FrgProdNES","GLU042",86537,"RFD","CHIN",NA
"mng","FrgProdNES","GLU042",114,"RFD","MONG",NA
"rus","FrgProdNES","GLU042",676.32506722438,"RFD","RUSS",NA
"chn","FrgProdNES","GLU043",72731,"RFD","CHIN",NA
"mng","FrgProdNES","GLU043",569,"RFD","MONG",NA
"rus","FrgProdNES","GLU043",45945.171219981,"RFD","RUSS",NA
"aze","FrgProdNES","GLU045",147,"RFD","CEAS",NA
"geo","FrgProdNES","GLU045",615,"RFD","OEEU",NA
"rus","FrgProdNES","GLU045",38174.4578660138,"RFD","RUSS",NA
"geo","FrgProdNES","GLU047",50,"RFD","OEEU",NA
"rus","FrgProdNES","GLU047",51846.5399530901,"RFD","RUSS",NA
"ukr","FrgProdNES","GLU047",29209.7826154518,"RFD","OEEU",NA
"mng","FrgProdNES","GLU048",1003,"RFD","MONG",NA
"rus","FrgProdNES","GLU048",60684.3532741913,"RFD","RUSS",NA
"pol","FrgProdNES","GLU049",0,"RFD","EUN9",NA
"ukr","FrgProdNES","GLU049",8798.18439298753,"RFD","OEEU",NA
"ita","FrgProdNES","GLU050",72536.5313182546,"RFD","EU15",NA
"smr","FrgProdNES","GLU050",66,"RFD",NA,NA
"irn","FrgProdNES","GLU052",27585,"RFD","IRAN",NA
"rus","FrgProdNES","GLU053",272059.89347318,"RFD","RUSS",NA
"ukr","FrgProdNES","GLU053",9570.80781614865,"RFD","OEEU",NA
"aut","FrgProdNES","GLU054",43967.422056541,"RFD","EU15",NA
"deu","FrgProdNES","GLU054",27601,"RFD","EU15",NA
"ita","FrgProdNES","GLU054",821,"RFD","EU15",NA
"pol","FrgProdNES","GLU054",0,"RFD","EUN9",NA
"rom","FrgProdNES","GLU054",2657.16132327448,"RFD","EUN9",NA
"ukr","FrgProdNES","GLU054",2595.13820912309,"RFD","OEEU",NA
"ita","FrgProdNES","GLU055",1535.9688678098,"RFD","EU15",NA
"rom","FrgProdNES","GLU055",93.6904444383964,"RFD","EUN9",NA
"chn","FrgProdNES","GLU056",12053,"RFD","CHIN",NA
"mng","FrgProdNES","GLU056",11,"RFD","MONG",NA
"rus","FrgProdNES","GLU056",301907.771638979,"RFD","RUSS",NA
"aut","FrgProdNES","GLU057",4,"RFD","EU15",NA
"ita","FrgProdNES","GLU057",99781.9061418802,"RFD","EU15",NA
"kgz","FrgProdNES","GLU058",2.39606148899838,"RFD","CEAS",NA
"tjk","FrgProdNES","GLU058",20818.2254387552,"RFD","CEAS",NA
"ita","FrgProdNES","GLU059",68870.8633337971,"RFD","EU15",NA
"prt","FrgProdNES","GLU060",63778.9462202782,"RFD","EU15",NA
"ita","FrgProdNES","GLU061",39.2233009708738,"RFD","EU15",NA
"ita","FrgProdNES","GLU062",21,"RFD","EU15",NA
"ita","FrgProdNES","GLU063",17807.1765433083,"RFD","EU15",NA
"kor","FrgProdNES","GLU065",39171,"RFD","ROK",NA
"chn","FrgProdNES","GLU066",34573,"RFD","CHIN",NA
"chn","FrgProdNES","GLU068",21959,"RFD","CHIN",NA
"kgz","FrgProdNES","GLU068",0,"RFD","CEAS",NA
"ita","FrgProdNES","GLU069",28323.931086651,"RFD","EU15",NA
"geo","FrgProdNES","GLU070",0,"RFD","OEEU",NA
"rus","FrgProdNES","GLU070",6,"RFD","RUSS",NA
"prt","FrgProdNES","GLU071",71962.7484194463,"RFD","EU15",NA
"arm","FrgProdNES","GLU072",194475.243604675,"RFD","ARME",NA
"aze","FrgProdNES","GLU072",87567,"RFD","CEAS",NA
"geo","FrgProdNES","GLU072",11.9114409711292,"RFD","OEEU",NA
"irn","FrgProdNES","GLU072",68733,"RFD","IRAN",NA
"rus","FrgProdNES","GLU072",23.1703577512777,"RFD","RUSS",NA
"prt","FrgProdNES","GLU074",62674.5416983065,"RFD","EU15",NA
"cyp","FrgProdNES","GLU075",3795.24420190996,"RFD","EUN9",NA
"syr","FrgProdNES","GLU075",350,"RFD","SYRI",NA
"chn","FrgProdNES","GLU076",3,"RFD","CHIN",NA
"kgz","FrgProdNES","GLU076",1.09887224167323,"RFD","CEAS",NA
"rus","FrgProdNES","GLU076",1747.70111555462,"RFD","RUSS",NA
"tjk","FrgProdNES","GLU076",1181.86046862051,"RFD","CEAS",NA
"chn","FrgProdNES","GLU077",48335,"RFD","CHIN",NA
"chn","FrgProdNES","GLU078",112025,"RFD","CHIN",NA
"chn","FrgProdNES","GLU079",230807,"RFD","CHIN",NA
"dza","FrgProdNES","GLU080",525263,"RFD","ALGE",NA
"lby","FrgProdNES","GLU080",66024,"RFD","LIBY",NA
"mar","FrgProdNES","GLU080",11583,"RFD","MORO",NA
"prt","FrgProdNES","GLU081",74442.6838165337,"RFD","EU15",NA
"irn","FrgProdNES","GLU082",61816,"RFD","IRAN",NA
"irn","FrgProdNES","GLU084",72426,"RFD","IRAN",NA
"syr","FrgProdNES","GLU084",494,"RFD","SYRI",NA
"chn","FrgProdNES","GLU085",66865,"RFD","CHIN",NA
"kgz","FrgProdNES","GLU085",0,"RFD","CEAS",NA
"tjk","FrgProdNES","GLU085",13,"RFD","CEAS",NA
"mar","FrgProdNES","GLU086",182998,"RFD","MORO",NA
"sdn","FrgProdNES","GLU087",4.615856946024,"RFD","SUDA",NA
"irn","FrgProdNES","GLU088",25962,"RFD","IRAN",NA
"chn","FrgProdNES","GLU089",43,"RFD","CHIN",NA
"ind","FrgProdNES","GLU089",193058,"RFD","INDI",NA
"pak","FrgProdNES","GLU089",585,"RFD","PAKI",NA
"irn","FrgProdNES","GLU090",2329,"RFD","IRAN",NA
"mex","FrgProdNES","GLU091",83.9994966020639,"RFD","MEXI",NA
"chn","FrgProdNES","GLU092",36,"RFD","CHIN",NA
"jor","FrgProdNES","GLU093",2,"RFD","JORD",NA
"sau","FrgProdNES","GLU093",22752.061695676,"RFD","SAUD",NA
"kwt","FrgProdNES","GLU094",1325,"RFD","KUWA",NA
"sau","FrgProdNES","GLU094",49735.3542537245,"RFD","SAUD",NA
"jor","FrgProdNES","GLU095",1907,"RFD","JORD",NA
"syr","FrgProdNES","GLU095",103,"RFD","SYRI",NA
"mex","FrgProdNES","GLU096",1079.93006601507,"RFD","MEXI",NA
"afg","FrgProdNES","GLU097",0.0126691833164525,"RFD","AFGH",NA
"irn","FrgProdNES","GLU097",201,"RFD","IRAN",NA
"jor","FrgProdNES","GLU098",17,"RFD","JORD",NA
"sau","FrgProdNES","GLU098",70,"RFD","SAUD",NA
"jor","FrgProdNES","GLU099",50,"RFD","JORD",NA
"sau","FrgProdNES","GLU099",1088.01031925185,"RFD","SAUD",NA
"syr","FrgProdNES","GLU099",268,"RFD","SYRI",NA
"sdn","FrgProdNES","GLU100",0,"RFD","SUDA",NA
"irn","FrgProdNES","GLU102",485,"RFD","IRAN",NA
"pak","FrgProdNES","GLU102",4,"RFD","PAKI",NA
"chn","FrgProdNES","GLU103",31485,"RFD","CHIN",NA
"irn","FrgProdNES","GLU104",124,"RFD","IRAN",NA
"pak","FrgProdNES","GLU104",13,"RFD","PAKI",NA
"mex","FrgProdNES","GLU105",1815.86091182597,"RFD","MEXI",NA
"chn","FrgProdNES","GLU106",875545,"RFD","CHIN",NA
"ind","FrgProdNES","GLU107",1238889,"RFD","INDI",NA
"pak","FrgProdNES","GLU107",63,"RFD","PAKI",NA
"chn","FrgProdNES","GLU108",259406,"RFD","CHIN",NA
"chn","FrgProdNES","GLU109",23703,"RFD","CHIN",NA
"bgd","FrgProdNES","GLU110",3285,"RFD","BANG",NA
"chn","FrgProdNES","GLU110",2926,"RFD","CHIN",NA
"ind","FrgProdNES","GLU110",2794834,"RFD","INDI",NA
"mex","FrgProdNES","GLU111",1645.52779389953,"RFD","MEXI",NA
"chn","FrgProdNES","GLU112",57279,"RFD","CHIN",NA
"ind","FrgProdNES","GLU113",100746,"RFD","INDI",NA
"mex","FrgProdNES","GLU114",950.927916400085,"RFD","MEXI",NA
"mex","FrgProdNES","GLU115",627.735453240587,"RFD","MEXI",NA
"bgd","FrgProdNES","GLU116",115,"RFD","BANG",NA
"ind","FrgProdNES","GLU116",8047,"RFD","INDI",NA
"ind","FrgProdNES","GLU117",204913,"RFD","INDI",NA
"ind","FrgProdNES","GLU118",194494,"RFD","INDI",NA
"phl","FrgProdNES","GLU119",80998,"RFD","PHIL",NA
"ind","FrgProdNES","GLU120",149739,"RFD","INDI",NA
"ind","FrgProdNES","GLU122",366795,"RFD","INDI",NA
"ind","FrgProdNES","GLU123",869611,"RFD","INDI",NA
"chn","FrgProdNES","GLU124",640,"RFD","CHIN",NA
"chn","FrgProdNES","GLU125",21103,"RFD","CHIN",NA
"tha","FrgProdNES","GLU125",14341,"RFD","THAI",NA
"chn","FrgProdNES","GLU127",10064,"RFD","CHIN",NA
"tha","FrgProdNES","GLU127",133,"RFD","THAI",NA
"ind","FrgProdNES","GLU128",107017,"RFD","INDI",NA
"ind","FrgProdNES","GLU129",175748,"RFD","INDI",NA
"mex","FrgProdNES","GLU130",1103.93691441536,"RFD","MEXI",NA
"mex","FrgProdNES","GLU131",777.185882310233,"RFD","MEXI",NA
"mex","FrgProdNES","GLU132",878.405746733109,"RFD","MEXI",NA
"mex","FrgProdNES","GLU133",1997.50413996899,"RFD","MEXI",NA
"mex","FrgProdNES","GLU134",1365.12663459584,"RFD","MEXI",NA
"mex","FrgProdNES","GLU135",85.6663001649258,"RFD","MEXI",NA
"mex","FrgProdNES","GLU136",1416.55826558266,"RFD","MEXI",NA
"chn","FrgProdNES","GLU137",5523,"RFD","CHIN",NA
"ind","FrgProdNES","GLU137",6452,"RFD","INDI",NA
"tha","FrgProdNES","GLU139",4979,"RFD","THAI",NA
"ind","FrgProdNES","GLU140",981302,"RFD","INDI",NA
"dza","FrgProdNES","GLU144",32423,"RFD","ALGE",NA
"lby","FrgProdNES","GLU144",6673,"RFD","LIBY",NA
"mar","FrgProdNES","GLU144",268,"RFD","MORO",NA
